,Ano/Mês,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos
179,Atual,VOTS11,Títulos e Val. Mob.,82.97,1.8326010564945088e-05,0.05734265734265734,0.29878048780487804,0.24,0.28160919540229884,0.2875816993464052,0.2995049504950495,0.5424121935056329,0.5220985691573927,0.8063467788185815,0.020515303973696847,0.02558863862224418,0.5102040816326531,0.06617647058823531,0.0
180,Atual,VRTA11,Títulos e Val. Mob.,111.37,0.10997897090287673,0.14545454545454545,0.5670731707317074,0.3688888888888889,0.4597701149425288,0.4705882352941176,0.5012376237623762,0.545062955599735,0.5379968203497615,0.7432613267061746,0.2620830212394829,0.0261438271365042,0.7755102040816326,0.06617647058823531,0.0
181,Atual,VSHO11,Shoppings,77.14,0.0007971814595751115,0.04895104895104895,0.2865853658536585,0.1111111111111111,0.1149425287356322,0.0,0.125,0.6447978793903247,0.6200317965023847,0.5606958516536035,0.05429135470113797,0.026107739883077297,0.42857142857142855,0.08664215686274511,0.046875
182,Atual,VSLH11,Outros,10.33,1.0,0.023776223776223772,0.9329268292682928,0.0,0.0,0.0,0.3378712871287129,1.0,1.0,0.989868094054674,0.030404073066249523,0.0008633181396743263,0.7040816326530612,0.06617647058823531,0.0
183,Atual,VTLT11,Logística,108.7,0.006038420481149408,0.1048951048951049,0.4207317073170732,0.3022222222222222,0.37931034482758624,0.3856209150326797,0.41336633663366334,0.5791915175612989,0.563751987281399,0.6549416937488052,0.05540821477050245,0.02645750864706111,0.7346938775510204,0.0,0.015625
184,Atual,WPLZ11,Shoppings,66.69,0.0005085467931772263,0.013986013986013986,0.09146341463414634,0.022222222222222227,0.0,0.0,0.018564356435643563,0.5182239893969517,0.4880763116057234,0.656279870005735,0.02690311542940734,0.027070991955318428,0.30612244897959184,0.11519607843137256,0.015625
185,Atual,WTSP11B,Híbrido,45.5,0.0001191190686721431,0.023776223776223772,0.22560975609756095,0.13333333333333333,0.15517241379310345,0.18300653594771246,0.14232673267326731,0.4075546719681909,0.3882352941176471,0.5115656662206078,0.019762880937576083,0.020217189746778517,0.2346938775510204,0.06617647058823531,0.0
186,Atual,XPCI11,Outros,100.05,0.18673746615414924,0.13986013986013984,0.6097560975609756,0.4222222222222222,0.5114942528735632,0.5098039215686274,0.5631188118811881,0.6474486414844268,0.6394276629570748,0.8755496081055246,0.16539789628712714,0.025097296787124062,0.7040816326530612,0.06617647058823531,0.0
187,Atual,XPHT11,Hotel,87.9,1.374450792370882e-05,0.04755244755244755,0.2439024390243903,0.15555555555555556,0.21264367816091956,0.0,0.12995049504950495,0.03346587143803849,0.028934817170111288,0.4003058688587268,0.0852916744119891,0.022240851881256282,0.6836734693877551,1.0,0.078125
188,Atual,XPIN11,Outros,105.07,0.04603035703650083,0.08951048951048951,0.36585365853658536,0.2533333333333333,0.3160919540229885,0.35294117647058826,0.2784653465346535,0.5178926441351889,0.5014308426073132,0.6310456891607723,0.18910275742863691,0.02885869897123568,0.6224489795918368,0.12132352941176472,0.078125
189,Atual,XPLG11,Logística,114.1,0.2582867929023361,0.0853146853146853,0.32926829268292684,0.23111111111111116,0.28735632183908044,0.3071895424836601,0.3118811881188119,0.5715705765407555,0.5513513513513513,0.6480596444274517,0.7770366086064364,0.02871712590009938,0.7040816326530612,0.10049019607843138,0.203125
190,Atual,XPML11,Shoppings,107.49,0.21262753757977546,0.04195804195804195,0.17682926829268292,0.09777777777777777,0.18965517241379312,0.1895424836601307,0.12128712871287127,0.5059642147117297,0.4807631160572337,0.5924297457465111,0.5197771058980329,0.028597760369533477,0.6530612244897959,0.06740196078431374,0.203125
191,Atual,XPPR11,Outros,62.8,0.1481337248990924,0.06713286713286712,0.4573170731707317,0.32,0.396551724137931,0.4967320261437909,0.4257425742574257,0.4668654738237243,0.4572337042925279,0.3821449053718218,0.16514547076013486,0.022293594790110983,0.3877551020408163,0.4779411764705882,0.0625
192,Atual,XPSF11,Outros,97.5,0.09382917409251887,0.12167832167832167,0.5426829268292683,0.3644444444444444,0.4540229885057471,0.5098039215686274,0.4962871287128713,0.6573889993373094,0.6454689984101748,0.8422863697189829,0.1098091201281943,0.025349907561112373,0.6632653061224489,0.06617647058823531,0.0
193,Atual,XTED11,Lajes Corporativas,7.13,0.03188267688036322,0.0,0.0,0.0,0.0,0.0,0.0,0.6752816434724984,0.6343402225755167,0.0,0.005806189219596164,0.0020319899621916624,0.16326530612244894,0.0,0.015625
